user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
hybridspades_4143_SemiBin_63	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis	GCF_001280875.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis	99.44	0.936	GCF_001280875.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis	99.44	0.936	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_027924685.1, s__Sellimonas catena, 95.0, 80.76, 0.178; GCF_963559135.1, s__Sellimonas sp963559135, 95.0, 80.3, 0.157"	72.38	11	N/A	N/A
hybridspades_4143_SemiBin_77	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	GCF_036632915.2	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	98.03	0.822	GCF_036632915.2	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	98.03	0.822	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 92.07, 0.691; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 91.02, 0.58; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 90.15, 0.583; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 88.72, 0.546; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 88.1, 0.504; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 87.27, 0.438; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 87.12, 0.514; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 86.89, 0.487; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 86.77, 0.461; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 86.66, 0.349; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 86.46, 0.319; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 86.45, 0.441; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 86.43, 0.408; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 86.28, 0.432; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 86.16, 0.396; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 86.06, 0.32; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 86.01, 0.403; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 85.94, 0.404; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 85.94, 0.384; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 85.89, 0.361; GCA_963654645.1, s__Faecalibacterium sp963654645, 95.0, 85.8, 0.311; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 85.79, 0.414; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 85.76, 0.384; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 85.7, 0.362; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 85.63, 0.342; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 85.61, 0.4; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 85.55, 0.388; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 85.52, 0.388; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 85.28, 0.325; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 85.17, 0.386; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 85.16, 0.373; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 85.11, 0.336; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 85.07, 0.366; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 84.94, 0.366; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 84.91, 0.18; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 84.34, 0.288; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.19, 0.21; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 84.1, 0.257; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 83.88, 0.273; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 83.75, 0.264; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 83.69, 0.259; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 83.61, 0.295; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 83.44, 0.251; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.16, 0.233; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 82.85, 0.298; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 82.78, 0.232; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 82.64, 0.151; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 82.49, 0.259; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 82.35, 0.19; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 81.56, 0.184; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 81.54, 0.189"	72.12	11	N/A	N/A
hybridspades_4143_SemiBin_9	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aveggerthella;s__Aveggerthella excrementigallinarum	GCA_018715725.1	95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aveggerthella;s__Aveggerthella excrementigallinarum	97.46	0.867	GCA_018715725.1	95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aveggerthella;s__Aveggerthella excrementigallinarum	97.46	0.867	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aveggerthella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_949288145.1, s__Aveggerthella sp949288145, 95.0, 90.89, 0.661; GCA_018712955.1, s__Aveggerthella stercoripullorum, 95.0, 81.92, 0.159"	94.44	11	N/A	N/A
hybridspades_4143_SemiBin_99	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea cylindroides	GCF_000469305.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea cylindroides	98.15	0.859	GCF_000469305.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea cylindroides	98.15	0.859	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_946408025.1, s__Faecalitalea sp946408025, 95.0, 90.69, 0.668"	85.58	11	N/A	N/A
hybridspades_8366_SemiBin_100	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900549405	GCA_900549405.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900549405	98.1	0.903	GCA_900549405.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900549405	98.1	0.903	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_014287875.1, s__Lawsonibacter faecis_A, 95.0, 92.88, 0.635; GCA_900550705.1, s__Lawsonibacter sp900550705, 95.0, 85.29, 0.258; GCF_021531375.1, s__Lawsonibacter phocaeensis_B, 95.0, 81.6, 0.153"	92.45	11	N/A	N/A
hybridspades_8366_SemiBin_127	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	GCA_002404795.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	95.31	0.763	GCA_002404795.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	95.31	0.763	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_902796245.1, s__CAG-170 sp902796245, 95.0, 86.44, 0.387; GCA_934646185.1, s__CAG-170 sp934646185, 95.0, 86.1, 0.402; GCA_934668295.1, s__CAG-170 sp934668295, 95.0, 85.85, 0.389; GCA_000432135.1, s__CAG-170 sp000432135, 95.0, 85.8, 0.353; GCA_900751035.1, s__CAG-170 sp900751035, 95.0, 85.58, 0.243; GCA_934655875.1, s__CAG-170 sp934655875, 95.0, 85.03, 0.354; GCA_934613505.1, s__CAG-170 sp934613505, 95.0, 84.19, 0.375; GCA_934670025.1, s__CAG-170 sp934670025, 95.0, 83.94, 0.302; GCA_900545925.1, s__CAG-170 sp900545925, 95.0, 83.55, 0.289; GCA_934636305.1, s__CAG-170 sp934636305, 95.0, 80.37, 0.166"	89.59	11	N/A	N/A
hybridspades_8366_SemiBin_133	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp000438155	GCA_000438155.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp000438155	97.26	0.777	GCA_000438155.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp000438155	97.26	0.777	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_021628825.1, s__Suilimivivens sp021628825, 95.0, 92.26, 0.681; GCA_900553305.1, s__Suilimivivens sp900553305, 95.0, 90.72, 0.566; GCA_963638365.1, s__Suilimivivens sp963638365, 95.0, 89.18, 0.574; GCA_963618065.1, s__Suilimivivens sp963618065, 95.0, 88.52, 0.529; GCA_963650485.1, s__Suilimivivens sp963650485, 95.0, 87.54, 0.485"	63.09	11	N/A	N/A
hybridspades_8366_SemiBin_135	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	GCF_029024925.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	98.68	0.884	GCF_029024925.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	98.68	0.884	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	67.63	11	N/A	Genome has more than 10.0% of markers with multiple hits
hybridspades_8366_SemiBin_188	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter butyricus	GCF_025567305.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter butyricus	96.69	0.843	GCF_025567305.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter butyricus	96.69	0.843	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_934247125.1, s__Lentihominibacter sp934247125, 95.0, 92.19, 0.556; GCA_963619345.1, s__Lentihominibacter sp963619345, 95.0, 89.37, 0.429"	48.35	11	N/A	N/A
hybridspades_8366_SemiBin_218	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Pseudobutyricicoccus;s__Pseudobutyricicoccus sp016901775	GCF_016901775.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Pseudobutyricicoccus;s__Pseudobutyricicoccus sp016901775	96.7	0.899	GCF_016901775.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Pseudobutyricicoccus;s__Pseudobutyricicoccus sp016901775	96.7	0.899	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Pseudobutyricicoccus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_003477405.1, s__Pseudobutyricicoccus sp003477405, 95.0, 91.66, 0.762; GCA_938000015.1, s__Pseudobutyricicoccus sp938000015, 95.0, 91.33, 0.692; GCA_019420045.1, s__Pseudobutyricicoccus sp019420045, 95.0, 91.06, 0.623"	34.05	11	N/A	N/A
hybridspades_8366_SemiBin_225	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	GCF_007991875.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	97.82	0.845	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	"GCF_007991875.1, s__Weissella confusa, 95.0, 97.82, 0.845; GCA_014332815.1, s__Weissella confusa_C, 95.0, 95.45, 0.506; GCF_025908565.2, s__Weissella fermenti, 95.0, 92.85, 0.737; GCA_041871065.1, s__Weissella confusa_A, 95.0, 92.38, 0.714; GCF_000193635.1, s__Weissella cibaria, 95.0, 88.2, 0.286; GCF_004521965.1, s__Weissella cibaria_A, 95.0, 86.19, 0.195"	70.47	11	N/A	N/A
hybridspades_8366_SemiBin_30	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A schinkii_B	GCF_013304825.1	95.51	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A schinkii_B	98.9	0.929	GCF_013304825.1	95.51	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A schinkii_B	98.9	0.929	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_003474435.1, s__Blautia_A sp003474435, 95.0, 95.33, 0.814; GCA_963598855.1, s__Blautia_A sp963598855, 95.0, 90.16, 0.605; GCF_005848555.1, s__Blautia_A sp005848555, 96.6, 89.5, 0.561; GCF_902167715.1, s__Blautia_A luti_A, 96.82, 89.06, 0.554; GCF_020687435.1, s__Blautia_A fusiformis, 96.97, 88.79, 0.523; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 88.38, 0.572; GCA_963616205.1, s__Blautia_A sp963616205, 95.0, 88.26, 0.238; GCA_003461955.1, s__Blautia_A sp900066335, 95.0, 88.04, 0.528; GCF_040096615.1, s__Blautia_A aquisgranensis, 95.0, 87.0, 0.506; GCA_963642325.1, s__Blautia_A sp963642325, 95.0, 86.89, 0.471; GCF_934373235.1, s__Blautia_A sp934373235, 95.0, 83.11, 0.21"	49.86	11	N/A	N/A
hybridspades_8366_SemiBin_47	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_U;s__Eubacterium_U album	GCF_025336545.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_U;s__Eubacterium_U album	99.02	0.904	GCF_025336545.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_U;s__Eubacterium_U album	99.02	0.904	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	79.39	11	N/A	N/A
hybridspades_8366_SemiBin_48	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	GCF_025150745.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	98.21	0.844	GCF_025150745.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	98.21	0.844	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.92	11	N/A	N/A
hybridspades_8366_SemiBin_62	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	GCF_000478885.1	95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	97.22	0.731	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	"GCF_000478885.1, s__Adlercreutzia equolifaciens, 95.0, 97.22, 0.731; GCA_902478715.1, s__Adlercreutzia sp902478715, 95.0, 94.26, 0.692; GCF_009755265.1, s__Adlercreutzia rubneri, 95.0, 93.77, 0.674; GCA_947426355.1, s__Adlercreutzia sp947426355, 95.0, 84.92, 0.259; GCA_947573925.1, s__Adlercreutzia sp947573925, 95.0, 84.25, 0.234; GCF_035830715.1, s__Adlercreutzia sp035830715, 95.0, 83.96, 0.277; GCF_958431955.1, s__Adlercreutzia sp958431955, 95.0, 83.85, 0.246; GCA_947649205.1, s__Adlercreutzia sp947649205, 95.0, 83.59, 0.236; GCA_041225375.1, s__Adlercreutzia sp041225375, 95.0, 83.2, 0.216; GCF_910589165.1, s__Adlercreutzia sp910589165, 95.0, 83.17, 0.222; GCF_008831045.1, s__Adlercreutzia muris, 95.0, 83.04, 0.221; GCF_035989245.1, s__Adlercreutzia sp035989245, 95.0, 82.99, 0.194; GCF_000403355.2, s__Adlercreutzia caecimuris, 95.0, 82.95, 0.218; GCF_000422625.1, s__Adlercreutzia mucosicola, 95.0, 82.79, 0.199"	90.89	11	N/A	N/A
hybridspades_8366_SemiBin_72	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	GCF_040094755.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	98.13	0.73	GCF_040094755.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	98.13	0.73	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_019583405.1, s__Bacteroides fragilis_B, 95.0, 93.29, 0.64; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 87.4, 0.53; GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 86.3, 0.204"	70.49	11	N/A	N/A
hybridspades_8366_SemiBin_85	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625	GCA_900543625.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625	96.84	0.88	GCA_900543625.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625	96.84	0.88	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_905215475.1, s__CAG-103 sp905215475, 95.0, 94.47, 0.868; GCA_934591895.1, s__CAG-103 sp934591895, 95.0, 93.78, 0.829; GCA_900757655.1, s__CAG-103 sp900757655, 95.0, 90.81, 0.752; GCA_025757645.1, s__CAG-103 sp000432375, 95.0, 90.71, 0.731; GCA_900317855.1, s__CAG-103 sp900317855, 95.0, 90.5, 0.733; GCA_934589185.1, s__CAG-103 sp934589185, 95.43, 90.21, 0.688; GCA_963627135.1, s__CAG-103 sp963627135, 95.0, 89.7, 0.674; GCA_004556965.1, s__CAG-103 sp004556965, 95.0, 80.13, 0.15"	94.7	11	N/A	N/A
hybridspades_8373_SemiBin_111	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp900546685	GCA_900546685.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp900546685	99.19	0.909	GCA_900546685.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp900546685	99.19	0.909	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_959600905.1, s__UMGS1975 sp959600905, 95.0, 94.57, 0.878; GCA_905208455.1, s__UMGS1975 sp900556815, 95.0, 85.93, 0.538"	84.02	11	N/A	N/A
hybridspades_8373_SemiBin_124	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003539495	GCA_003539495.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003539495	97.54	0.907	GCA_003539495.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003539495	97.54	0.907	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_963655625.1, s__Vescimonas sp963655625, 95.0, 91.55, 0.598; GCA_902388735.1, s__Vescimonas sp902388735, 95.0, 89.97, 0.588; GCA_945868085.1, s__Vescimonas sp945868085, 95.0, 89.82, 0.628; GCA_900550615.1, s__Vescimonas sp900550615, 95.0, 86.32, 0.344; GCF_018326305.1, s__Vescimonas fastidiosa, 95.0, 85.91, 0.345; GCA_963634265.1, s__Vescimonas sp963634265, 95.0, 84.79, 0.289; GCA_934566025.1, s__Vescimonas sp934566025, 95.0, 84.19, 0.222; GCA_963650985.1, s__Vescimonas sp963650985, 95.0, 83.98, 0.272; GCA_900313295.1, s__Vescimonas sp900313295, 95.0, 83.31, 0.216; GCA_004557655.1, s__Vescimonas sp004557655, 95.0, 81.91, 0.184"	51.39	11	N/A	N/A
