user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
HybridSPAdes_5178_SemiBin_14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	GCF_900104605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	98.97	0.938	GCF_900104605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	98.97	0.938	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019114205.1, s__Tidjanibacter gallistercoris, 95.0, 83.25, 0.311; GCA_910577285.1, s__Tidjanibacter sp910577285, 95.0, 82.46, 0.314	95.04	11	N/A	N/A
HybridSPAdes_5178_SemiBin_26	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	GCF_003315195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	99.66	0.948	GCF_003315195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	99.66	0.948	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	99.23	11	N/A	N/A
HybridSPAdes_5178_SemiBin_5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	GCF_025145285.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	97.3	0.856	GCF_025145285.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	97.3	0.856	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902388705.1, s__Alistipes sp902388705, 95.0, 85.05, 0.459; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 84.67, 0.37; GCF_021204515.1, s__Alistipes sp021204515, 95.0, 84.29, 0.306; GCA_934754975.1, s__Alistipes sp934754975, 95.0, 83.93, 0.226; GCF_025145845.1, s__Alistipes shahii, 95.0, 82.87, 0.224; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 81.53, 0.188; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 81.53, 0.183; GCF_900107675.1, s__Alistipes timonensis, 95.0, 81.17, 0.176; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 81.04, 0.196; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 80.95, 0.177; GCF_900083545.1, s__Alistipes provencensis, 95.0, 80.88, 0.163; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 80.76, 0.156; GCA_019119845.1, s__Alistipes merdavium, 95.0, 80.63, 0.187; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 80.6, 0.154; GCA_019115075.1, s__Alistipes avistercoris, 95.0, 80.4, 0.159	95.75	11	N/A	N/A
HybridSPAdes_5178_SemiBin_6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	GCF_025148635.1	95.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	98.74	0.85	GCF_025148635.1	95.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	98.74	0.85	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_020743075.1, s__Butyricimonas virosa_A, 95.62, 95.25, 0.732; GCA_019423345.1, s__Butyricimonas sp019423345, 95.0, 94.89, 0.691; GCF_032878955.1, s__Butyricimonas paravirosa, 95.0, 91.58, 0.623; GCF_033096445.1, s__Butyricimonas faecihominis, 95.05, 90.91, 0.586; GCA_019117165.1, s__Butyricimonas faecavium, 95.0, 89.41, 0.574; GCF_003991565.1, s__Butyricimonas faecalis, 95.0, 86.8, 0.447; GCA_900761485.1, s__Butyricimonas sp900761485, 95.0, 83.31, 0.309; GCF_003479425.1, s__Butyricimonas sp003479425, 95.0, 82.35, 0.23	97.04	11	N/A	N/A
HybridSPAdes_5178_SemiBin_66	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp900549885	GCA_900549885.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp900549885	98.54	0.733	GCA_900549885.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp900549885	98.54	0.733	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019421525.1, s__Enterenecus sp019421525, 95.0, 84.81, 0.268	56.06	11	N/A	N/A
HybridSPAdes_5178_SemiBin_9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	GCF_000025985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	98.92	0.897	GCF_000025985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	98.92	0.897	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 97.77, 0.557; GCF_019583405.1, s__Bacteroides fragilis_B, 95.0, 91.04, 0.691; GCF_040094755.1, s__Bacteroides hominis, 95.0, 87.83, 0.619	51.15	11	N/A	N/A
HybridSPAdes_8366_SemiBin_130	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus	GCF_025144995.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus	98.93	0.82	GCF_025144995.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus	98.93	0.82	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.75	11	N/A	N/A
HybridSPAdes_8366_SemiBin_172	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A hominis	GCF_014288115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A hominis	99.41	0.961	GCF_014288115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A hominis	99.41	0.961	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	62.99	11	N/A	N/A
HybridSPAdes_8366_SemiBin_239	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas kerstersii	GCF_008801935.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas kerstersii	98.64	0.924	GCF_008801935.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas kerstersii	98.64	0.924	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023418355.1, s__Comamonas sp023418355, 95.0, 90.83, 0.556; GCA_023435325.1, s__Comamonas sp023435325, 95.0, 85.0, 0.179; GCF_000739875.1, s__Comamonas aquatica, 95.0, 84.97, 0.223; GCF_030162955.1, s__Comamonas jiangduensis, 95.0, 84.46, 0.197; GCF_963520865.1, s__Comamonas sp963520865, 95.0, 83.83, 0.154; GCA_015478895.1, s__Comamonas sp015478895, 95.0, 83.63, 0.151	38.5	11	N/A	N/A
HybridSPAdes_8366_SemiBin_37	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_A;s__Anaerotignum_A faecicola	GCF_003865035.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_A;s__Anaerotignum_A faecicola	97.42	0.845	GCF_003865035.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_A;s__Anaerotignum_A faecicola	97.42	0.845	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_934277605.1, s__Anaerotignum_A sp934277605, 95.0, 88.06, 0.532; GCA_963640305.1, s__Anaerotignum_A sp963640305, 95.0, 81.32, 0.245; GCA_945868505.1, s__Anaerotignum_A sp945868505, 95.0, 80.29, 0.154	85.78	11	N/A	N/A
HybridSPAdes_8366_SemiBin_44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	GCF_006542665.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	99.02	0.952	GCF_006542665.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	99.02	0.952	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900550375.1, s__Alistipes sp900550375, 95.0, 87.7, 0.578; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 87.45, 0.506; GCA_905214725.1, s__Alistipes sp905214725, 95.0, 86.07, 0.517	93.9	11	N/A	N/A
HybridSPAdes_8366_SemiBin_93	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	GCA_025757845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	97.19	0.826	GCA_025757845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	97.19	0.826	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 93.37, 0.641; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 88.26, 0.486; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 87.42, 0.45; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 86.64, 0.407; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 86.6, 0.426; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 86.16, 0.421; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 85.96, 0.269; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 85.92, 0.408; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 85.92, 0.384; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 85.87, 0.327; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 85.87, 0.249; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 85.85, 0.39; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 85.84, 0.352; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 85.82, 0.406; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 85.82, 0.29; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 85.81, 0.379; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 85.78, 0.384; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 85.78, 0.373; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 85.56, 0.378; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 85.53, 0.21; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 85.51, 0.37; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 85.48, 0.344; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 85.4, 0.355; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 85.4, 0.344; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 85.37, 0.352; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 85.33, 0.289; GCA_963654645.1, s__Faecalibacterium sp963654645, 95.0, 85.33, 0.258; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 85.29, 0.339; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 85.27, 0.347; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 85.18, 0.345; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 85.12, 0.331; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 84.93, 0.359; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 84.91, 0.303; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 84.91, 0.294; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 84.89, 0.277; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 84.67, 0.329; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 84.66, 0.292; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.46, 0.204; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 84.45, 0.282; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 84.19, 0.278; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.97, 0.267; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 83.7, 0.168; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 83.59, 0.327; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 83.53, 0.261; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.35, 0.226; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 83.31, 0.241; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 83.27, 0.27; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.13, 0.161; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 83.11, 0.24; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 82.26, 0.225; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 82.17, 0.188; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 81.66, 0.183; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 80.84, 0.15	40.89	11	N/A	N/A
HybridSPAdes_8373_SemiBin_108	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	GCA_900542395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	97.79	0.901	GCA_900542395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	97.79	0.901	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934630975.1, s__Ventricola sp934630975, 95.0, 90.03, 0.6; GCA_934636105.1, s__Ventricola sp934636105, 95.0, 87.9, 0.511; GCA_934675735.1, s__Ventricola sp934675735, 95.0, 87.7, 0.484; GCA_900542445.1, s__Ventricola sp900542445, 95.0, 87.33, 0.479; GCA_900548125.1, s__Ventricola sp900548125, 95.0, 85.0, 0.218; GCA_934631055.1, s__Ventricola sp934631055, 95.0, 83.47, 0.191; GCA_934643825.1, s__Ventricola sp934643825, 95.0, 82.34, 0.189	91.38	11	N/A	N/A
HybridSPAdes_8373_SemiBin_180	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900553545	GCA_900553545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900553545	98.09	0.773	GCA_900553545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900553545	98.09	0.773	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905214155.1, s__CAG-170 sp905214155, 95.0, 93.6, 0.649; GCA_900555665.1, s__CAG-170 sp900555665, 95.0, 86.62, 0.307; GCA_002298695.1, s__CAG-170 sp002298695, 95.0, 85.41, 0.271; GCA_934661135.1, s__CAG-170 sp934661135, 95.0, 83.38, 0.19	55.96	11	N/A	N/A
HybridSPAdes_8373_SemiBin_19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900553595	GCA_900553595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900553595	98.29	0.871	GCA_900553595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900553595	98.29	0.871	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963599085.1, s__Prevotella sp963599085, 95.0, 86.38, 0.476	86.52	11	N/A	N/A
HybridSPAdes_8373_SemiBin_31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	GCF_025145845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	99.12	0.881	GCF_025145845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	99.12	0.881	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900541585.1, s__Alistipes sp900541585, 95.0, 93.33, 0.689; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 90.36, 0.591; GCF_018362775.1, s__Alistipes montrealensis, 95.0, 87.73, 0.539; GCA_023443765.1, s__Alistipes sp023443765, 95.0, 87.33, 0.504; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 87.22, 0.435; GCF_900107675.1, s__Alistipes timonensis, 95.0, 86.28, 0.409; GCF_900083545.1, s__Alistipes provencensis, 95.0, 86.11, 0.397; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 85.56, 0.355; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 83.18, 0.26; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 82.76, 0.252; GCF_021204515.1, s__Alistipes sp021204515, 95.0, 82.58, 0.185; GCF_025145285.1, s__Alistipes onderdonkii, 95.0, 82.48, 0.226; GCA_944320625.1, s__Alistipes sp944320625, 95.0, 82.16, 0.174; GCF_006542685.1, s__Alistipes dispar, 95.0, 82.15, 0.206; GCA_019119845.1, s__Alistipes merdavium, 95.0, 82.14, 0.229; GCA_019118605.1, s__Alistipes faecavium, 95.0, 82.01, 0.203; GCA_947178025.1, s__Alistipes sp947178025, 95.0, 81.95, 0.154; GCA_019115245.1, s__Alistipes cottocaccae, 95.0, 81.93, 0.19; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 81.75, 0.184; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 81.57, 0.169; GCA_019115075.1, s__Alistipes avistercoris, 95.0, 81.56, 0.185; GCA_944321945.1, s__Alistipes sp944321945, 95.0, 81.56, 0.173; GCA_944321965.1, s__Alistipes sp944321965, 95.0, 81.49, 0.161; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 81.45, 0.169; GCF_902388705.1, s__Alistipes sp902388705, 95.0, 81.44, 0.172; GCA_938014215.1, s__Alistipes sp938014215, 95.0, 81.42, 0.164; GCA_944321185.1, s__Alistipes sp944321185, 95.0, 81.36, 0.21; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 81.33, 0.202; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 81.31, 0.189; GCF_963931675.1, s__Alistipes sp944321195, 95.0, 81.19, 0.171; GCA_947364365.1, s__Alistipes sp947364365, 95.0, 81.16, 0.166; GCF_900604385.1, s__Alistipes megaguti, 95.0, 81.15, 0.161; GCA_944321765.1, s__Alistipes sp944321765, 95.0, 80.94, 0.164; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 80.9, 0.164; GCF_022782405.1, s__Alistipes sp022782405, 95.0, 80.7, 0.157; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 80.68, 0.156	89.85	11	N/A	N/A
HybridSPAdes_8373_SemiBin_38	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas aceti	GCF_025567195.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas aceti	98.2	0.88	GCF_025567195.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas aceti	98.2	0.88	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905215775.1, s__Alitiscatomonas sp905215775, 95.0, 91.42, 0.778	93.25	11	N/A	N/A
HybridSPAdes_8373_SemiBin_71	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__Pseudoscillospira sp018369915	GCA_020555865.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__Pseudoscillospira sp018369915	99.44	0.96	GCA_020555865.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__Pseudoscillospira sp018369915	99.44	0.96	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_020555605.1, s__Pseudoscillospira sp020555605, 95.0, 89.09, 0.725	62.55	11	N/A	N/A
